,ID урока,Дата старта урока,Роль пользователя,Текст сообщения,Дата сообщения,Разметка
115,361404,2024-03-16 14:51:35,user,демку чек,2024-03-16 15:12:56,15
116,361404,2024-03-16 14:51:35,user,я пас; 2024-03-16T15:12:58.613Z,2024-03-16 15:12:58,15
117,376424,2024-03-19 15:51:00,user,здарова!,2024-03-19 15:56:58,1
118,376424,2024-03-19 15:51:00,user,inte,2024-03-19 16:20:35,15
119,376424,2024-03-19 15:51:00,user,in,2024-03-19 16:20:47,15
120,376424,2024-03-19 15:51:00,user,biom; 2024-03-19T16:21:45.450Z,2024-03-19 16:21:45,15
121,376424,2024-03-19 15:51:00,user,xyz,2024-03-19 16:22:25,15
125,376424,2024-03-19 15:51:00,user,"UMP,TAL",2024-03-19 17:31:55,15
126,376424,2024-03-19 15:51:00,user,GJR; 2024-03-19T17:34:37.230Z,2024-03-19 17:34:37,15
127,386141,2024-03-24 11:37:00,user,больше 5 чем 6,2024-03-24 12:02:06,15
128,386141,2024-03-24 11:37:00,user,5 6 1,2024-03-24 12:02:07,15
129,386141,2024-03-24 11:37:00,user,у меня ещё курс по нему есть который я полгода не трогал,2024-03-24 12:03:17,15
130,386141,2024-03-24 11:37:00,user,Которые не сделаны государством,2024-03-24 12:07:30,15
132,386141,2024-03-24 11:37:00,user,мама  я програмист),2024-03-24 12:17:45,12
134,386141,2024-03-24 11:37:00,user,nbg ljrevtyf,2024-03-24 12:20:05,15
135,386141,2024-03-24 11:37:00,user,cnbkm ljrevtynf,2024-03-24 12:20:08,15
136,386141,2024-03-24 11:37:00,user,стиль документа,2024-03-24 12:20:16,12
137,386141,2024-03-24 11:37:00,user,Бывало такое,2024-03-24 12:23:27,12
138,386141,2024-03-24 11:37:00,user,пока нет -,2024-03-24 12:24:33,12
140,386141,2024-03-24 11:37:00,user,меньше,2024-03-24 12:28:31,12
141,386141,2024-03-24 11:37:00,user,"Текст меньше, чем больше цифра",2024-03-24 12:28:40,12
142,386141,2024-03-24 11:37:00,user,он нужен для корпораций чтоб сказать чтоб вы квартиру еще продали,2024-03-24 12:31:40,12
143,386141,2024-03-24 11:37:00,user,"В договорах мелкий текст, который самый важный можно писать H6",2024-03-24 12:31:41,12
145,386141,2024-03-24 11:37:00,user,я только отдохнул,2024-03-24 12:32:44,12
147,386141,2024-03-24 11:37:00,user,b sup sub q,2024-03-24 12:35:12,12
148,386141,2024-03-24 11:37:00,user,"pre,code,sup",2024-03-24 12:35:16,12
151,386141,2024-03-24 11:37:00,user,- п,2024-03-24 12:40:58,15
152,386141,2024-03-24 11:37:00,user,я кушать пойду,2024-03-24 12:41:12,15
154,386141,2024-03-24 11:37:00,user,ну так меня иска называют,2024-03-24 13:14:47,15
155,386141,2024-03-24 11:37:00,user,друщья,2024-03-24 13:14:51,12
156,386141,2024-03-24 11:37:00,user,И(сюда ударение)ска,2024-03-24 13:15:25,12
160,386141,2024-03-24 11:37:00,user,по факту сайт и язык,2024-03-24 13:21:46,12
163,386141,2024-03-24 11:37:00,user,для всего,2024-03-24 13:22:22,12
166,386141,2024-03-24 11:37:00,user,img src,2024-03-24 13:22:55,12
167,386141,2024-03-24 11:37:00,user,амг,2024-03-24 13:23:02,12
168,386141,2024-03-24 11:37:00,user,нет; 2024-03-24T13:23:55.940Z,2024-03-24 13:23:55,12
170,386141,2024-03-24 11:37:00,user,до свидания; 2024-03-24T13:24:32.095Z,2024-03-24 13:24:32,20
171,386141,2024-03-24 11:37:00,user,до свидания!; 2024-03-24T13:25:00.612Z,2024-03-24 13:25:00,20
172,386141,2024-03-24 11:37:00,user,До свидания; 2024-03-24T13:25:04.651Z,2024-03-24 13:25:04,20
173,394543,2024-03-27 14:52:15,user,я успела только для телефона,2024-03-27 15:08:49,12
174,394543,2024-03-27 14:52:15,user,у меня по этому поводу все ок,2024-03-27 15:08:58,12
175,394543,2024-03-27 14:52:15,user,еще мы делали картинку лучший дизайнер и заказать у его дизайн,2024-03-27 15:52:57,12
176,394543,2024-03-27 14:52:15,user,тоже сайт думаю,2024-03-27 15:53:07,12
182,394543,2024-03-27 14:52:15,user,не уверенна,2024-03-27 16:07:53,12
185,394543,2024-03-27 14:52:15,user,хорошо; 2024-03-27T16:22:58.522Z,2024-03-27 16:22:58,13
186,394543,2024-03-27 14:52:15,user,презентацию мы делаем в случае того что бы прорекламировать либо предсьавить определённую информацию,2024-03-27 16:24:44,12
187,394543,2024-03-27 14:52:15,user,всегда понадобится; 2024-03-27T16:25:03.710Z,2024-03-27 16:25:03,12
188,394543,2024-03-27 14:52:15,user,нету; 2024-03-27T16:26:33.135Z,2024-03-27 16:26:33,12
190,395169,2024-03-16 14:49:33,user,шумоподовление можно было включить,2024-03-16 15:03:12,12
191,395169,2024-03-16 14:49:33,user,наверху ещё название урока,2024-03-16 15:03:34,12
192,395169,2024-03-16 14:49:33,user,на гб,2024-03-16 15:03:37,12
193,395169,2024-03-16 14:49:33,user,когда входил,2024-03-16 15:03:53,15
194,395169,2024-03-16 14:49:33,user,"ржаной, когда свежий",2024-03-16 15:07:06,15
195,395169,2024-03-16 14:49:33,user,прямо сейчас ржаной ем,2024-03-16 15:08:34,15
196,395169,2024-03-16 14:49:33,user,извините за опоздаие,2024-03-16 15:08:57,15
197,395169,2024-03-16 14:49:33,user,с пылу с жару,2024-03-16 15:08:59,12
198,395169,2024-03-16 14:49:33,user,когда только испекли,2024-03-16 15:09:04,15
199,395169,2024-03-16 14:49:33,user,в перекрестке,2024-03-16 15:09:14,15
200,395169,2024-03-16 14:49:33,user,пекарня,2024-03-16 15:09:17,15
201,395169,2024-03-16 14:49:33,user,так и есть,2024-03-16 15:09:28,15
202,395169,2024-03-16 14:49:33,user,я на рандом 1 угадал,2024-03-16 15:12:29,15
203,395169,2024-03-16 14:49:33,user,там 13 урок написанно,2024-03-16 15:13:46,12
204,395169,2024-03-16 14:49:33,user,подолждитее,2024-03-16 15:15:14,12
207,395169,2024-03-16 14:49:33,user,каждый урок пк меняю,2024-03-16 15:17:49,15
208,395169,2024-03-16 14:49:33,user,почти каждый урок,2024-03-16 15:17:56,15
209,395169,2024-03-16 14:49:33,user,да нееееет,2024-03-16 15:18:07,15
210,395169,2024-03-16 14:49:33,user,чигоооо,2024-03-16 15:18:11,15
211,395169,2024-03-16 14:49:33,user,3 пк у меня,2024-03-16 15:18:15,15
212,395169,2024-03-16 14:49:33,user,ноут,2024-03-16 15:18:20,15
213,395169,2024-03-16 14:49:33,user,чигооо,2024-03-16 15:18:22,15
214,395169,2024-03-16 14:49:33,user,и пк,2024-03-16 15:18:26,15
215,395169,2024-03-16 14:49:33,user,1 в другом городе,2024-03-16 15:18:41,15
216,395169,2024-03-16 14:49:33,user,сууууууууууу,2024-03-16 15:19:43,15
218,395169,2024-03-16 14:49:33,user,пожалуйса,2024-03-16 15:20:41,12
219,395169,2024-03-16 14:49:33,user,пожалуйста*,2024-03-16 15:20:50,12
220,395169,2024-03-16 14:49:33,user,если прижмуриться,2024-03-16 15:20:55,12
221,395169,2024-03-16 14:49:33,user,то да,2024-03-16 15:20:58,12
223,395169,2024-03-16 14:49:33,user,вы зарисовали,2024-03-16 15:42:00,12
224,395169,2024-03-16 14:49:33,user,зарисовали,2024-03-16 15:42:19,12
227,395169,2024-03-16 14:49:33,user,я сфоткаю,2024-03-16 15:53:18,12
228,395169,2024-03-16 14:49:33,user,сразу там есть,2024-03-16 15:53:23,12
229,395169,2024-03-16 14:49:33,user,спвсибо,2024-03-16 15:53:45,12
230,395169,2024-03-16 14:49:33,user,я код исправляю,2024-03-16 16:03:15,12
231,395169,2024-03-16 14:49:33,user,я поесть успел,2024-03-16 16:03:15,15
233,395169,2024-03-16 14:49:33,user,я так написал,2024-03-16 16:08:00,12
235,395169,2024-03-16 14:49:33,user,ф?,2024-03-16 16:27:21,15
237,395169,2024-03-16 14:49:33,user,сууууу,2024-03-16 16:28:10,15
238,395169,2024-03-16 14:49:33,user,дисплей,2024-03-16 16:28:53,15
239,395169,2024-03-16 14:49:33,user,что то было,2024-03-16 16:28:59,12
240,395169,2024-03-16 14:49:33,user,1да 2да 3 да/нет 50 на 50 1 на 1 не знаю ваще,2024-03-16 16:31:50,12
241,395169,2024-03-16 14:49:33,user,"да, 50/50; да",2024-03-16 16:33:16,12
242,395169,2024-03-16 14:49:33,user,до свидания; 2024-03-16T16:33:16.080Z,2024-03-16 16:33:16,20
243,395169,2024-03-16 14:49:33,user,до свидания спасибо за урок; 2024-03-16T16:33:19.634Z,2024-03-16 16:33:19,20
244,395169,2024-03-16 14:49:33,user,"Спасибо, досвидания; 2024-03-16T16:33:37.773Z",2024-03-16 16:33:37,20
245,395169,2024-03-16 14:49:33,user,спасибо за урок; 2024-03-16T16:33:40.222Z,2024-03-16 16:33:40,20
247,399416,2024-03-17 11:52:09,user,привет скоро начанаим,2024-03-17 11:59:31,1
248,399416,2024-03-17 11:52:09,user,чёрт,2024-03-17 12:02:16,16
249,399416,2024-03-17 11:52:09,user,иииииииииииииииииииииииииииииииииииииииииииииииииииииииииииппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппрппрпрпрпрп,2024-03-17 12:02:57,15
250,399416,2024-03-17 11:52:09,user,1212222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222+1; 2024-03-17T12:03:12.118Z,2024-03-17 12:03:12,15
251,399416,2024-03-17 11:52:09,user,x y z,2024-03-17 12:07:49,12
252,399416,2024-03-17 11:52:09,user,почему я написал да\,2024-03-17 12:14:33,12
253,399416,2024-03-17 11:52:09,user,X Y; 2024-03-17T12:22:00.645Z,2024-03-17 12:22:00,12
254,399416,2024-03-17 11:52:09,user,x-100 y100,2024-03-17 12:23:07,12
255,399416,2024-03-17 11:52:09,user,ты со мна,2024-03-17 12:29:53,12
256,399416,2024-03-17 11:52:09,user,ты со мной играеш,2024-03-17 12:30:15,12
257,399416,2024-03-17 11:52:09,user,да; 2024-03-17T13:06:59.598Z,2024-03-17 13:06:59,12
258,400149,2024-03-10 11:51:22,user,5; 2024-03-10T12:00:58.700Z,2024-03-10 12:00:58,12
259,400149,2024-03-10 11:51:22,user,это картина,2024-03-10 12:05:56,12
260,400149,2024-03-10 11:51:22,user,созданая в интернете,2024-03-10 12:06:03,12
262,400149,2024-03-10 11:51:22,user,базовые три цвета,2024-03-10 12:15:42,12
263,400149,2024-03-10 11:51:22,user,облака,2024-03-10 12:15:59,12
264,400149,2024-03-10 11:51:22,user,дом небо,2024-03-10 12:16:07,12
265,400149,2024-03-10 11:51:22,user,речка хорошая,2024-03-10 12:16:18,12
266,400149,2024-03-10 11:51:22,user,движения есть,2024-03-10 12:16:22,12
267,400149,2024-03-10 11:51:22,user,мультяшный; 2024-03-10T12:17:03.419Z,2024-03-10 12:17:03,12
268,400149,2024-03-10 11:51:22,user,неон привлекает внимания,2024-03-10 12:17:22,12
269,400149,2024-03-10 11:51:22,user,это свет,2024-03-10 12:17:49,12
270,400149,2024-03-10 11:51:22,user,река,2024-03-10 12:18:15,12
271,400149,2024-03-10 11:51:22,user,речка,2024-03-10 12:18:15,12
272,400149,2024-03-10 11:51:22,user,ну может горы,2024-03-10 12:18:42,12
273,400149,2024-03-10 11:51:22,user,венегред,2024-03-10 12:19:34,12
274,400149,2024-03-10 11:51:22,user,да; 2024-03-10T12:20:00.019Z,2024-03-10 12:20:00,12
275,400149,2024-03-10 11:51:22,user,очень много,2024-03-10 12:20:10,12
282,400149,2024-03-10 11:51:22,user,и я с вами тут,2024-03-10 12:58:09,12
285,400149,2024-03-10 11:51:22,user,ок; 2024-03-10T13:18:37.257Z,2024-03-10 13:18:37,12
286,401941,2024-03-10 13:50:21,user,дратути всем,2024-03-10 13:52:15,1
287,401941,2024-03-10 13:50:21,user,норм :0,2024-03-10 13:53:37,13
288,401941,2024-03-10 13:50:21,user,*всем,2024-03-10 13:55:05,12
289,401941,2024-03-10 13:50:21,user,Сарач у тебя микро включен,2024-03-10 13:55:52,12
290,401941,2024-03-10 13:50:21,user,аа да?,2024-03-10 13:56:05,12
291,401941,2024-03-10 13:50:21,user,теперь нет ),2024-03-10 13:56:12,12
294,401941,2024-03-10 13:50:21,user,ура роблокс,2024-03-10 13:59:50,15
295,401941,2024-03-10 13:50:21,user,кто в бравл играет может вместе?,2024-03-10 14:00:29,15
296,401941,2024-03-10 13:50:21,user,кстати с 8 марта всех девочек!,2024-03-10 14:01:58,13
301,401941,2024-03-10 13:50:21,user,5; 2024-03-10T14:13:50.230Z,2024-03-10 14:13:50,12
302,401941,2024-03-10 13:50:21,user,6 на иноплонетянина похожа была,2024-03-10 14:14:38,15
303,401941,2024-03-10 13:50:21,user,Я когда-то на своего кота надел кожурку от дыни,2024-03-10 14:14:48,15
304,401941,2024-03-10 13:50:21,user,хвааааааааахахахахахахахаха,2024-03-10 14:14:57,13
305,401941,2024-03-10 13:50:21,user,"да, ну я аккуратно",2024-03-10 14:15:00,12
306,401941,2024-03-10 13:50:21,user,на одном,2024-03-10 14:17:54,12
307,401941,2024-03-10 13:50:21,user,мне кажется он забагался а не вы все,2024-03-10 14:18:15,15
308,401941,2024-03-10 13:50:21,user,питерр!!!,2024-03-10 14:18:55,12
309,401941,2024-03-10 13:50:21,user,face id,2024-03-10 14:19:16,12
310,401941,2024-03-10 13:50:21,user,"Это казахстан, там в здании, если приглядется, то меня можно увидеть",2024-03-10 14:19:26,15
311,401941,2024-03-10 13:50:21,user,датчик движения,2024-03-10 14:20:15,12
312,401941,2024-03-10 13:50:21,user,можно ещё нейроку на распознавание объектов,2024-03-10 14:20:33,12
314,401941,2024-03-10 13:50:21,user,делае приложения,2024-03-10 14:23:05,12
315,401941,2024-03-10 13:50:21,user,я верю,2024-03-10 14:24:03,12
316,401941,2024-03-10 13:50:21,user,здэс,2024-03-10 14:28:08,12
320,401941,2024-03-10 13:50:21,user,кто из казахстана?,2024-03-10 14:32:30,15
321,401941,2024-03-10 13:50:21,user,я из эстонии,2024-03-10 14:33:11,15
322,401941,2024-03-10 13:50:21,user,приложение ваще ''топ'',2024-03-10 14:34:58,16
323,401941,2024-03-10 13:50:21,user,wt,2024-03-10 14:42:44,16
325,401941,2024-03-10 13:50:21,user,"Я щас включу музыку, скажите, вы оглохли от громкости или нет? оке?",2024-03-10 14:49:04,15
326,401941,2024-03-10 13:50:21,user,HIK?,2024-03-10 14:49:09,15
327,401941,2024-03-10 13:50:21,user,меня стример с76 тыс. подписчиков рикламирует,2024-03-10 14:49:31,15
329,401941,2024-03-10 13:50:21,user,говорю вы оглохли от музыки или нет,2024-03-10 14:50:16,15
330,401941,2024-03-10 13:50:21,user,или вообще не было слышно,2024-03-10 14:50:25,15
331,401941,2024-03-10 13:50:21,user,BeamNGDRIve,2024-03-10 14:54:27,15
332,401941,2024-03-10 13:50:21,user,"прикольно, ААА КУДА ЗАНЕСЛО",2024-03-10 14:54:45,15
333,401941,2024-03-10 13:50:21,user,как ты его скачал ?,2024-03-10 14:54:51,15
334,401941,2024-03-10 13:50:21,user,через торрент?; 2024-03-10T14:55:04.948Z,2024-03-10 14:55:04,15
335,401941,2024-03-10 13:50:21,user,через дискорд может,2024-03-10 14:55:09,15
337,401941,2024-03-10 13:50:21,user,а да что?,2024-03-10 15:18:46,12
338,401941,2024-03-10 13:50:21,user,да; 2024-03-10T15:18:53.007Z,2024-03-10 15:18:53,12
339,401941,2024-03-10 13:50:21,user,bye; 2024-03-10T15:30:58.455Z,2024-03-10 15:30:58,20
340,406911,2024-03-01 16:50:57,user,всем привет ),2024-03-01 16:59:17,1
343,406911,2024-03-01 16:50:57,user,бээээээээээм,2024-03-01 17:04:37,12
345,406911,2024-03-01 16:50:57,user,хотим в Яндекс-)))),2024-03-01 17:07:55,12
346,406911,2024-03-01 16:50:57,user,крупнее,2024-03-01 17:10:04,12
347,406911,2024-03-01 16:50:57,user,ок; 2024-03-01T17:10:15.596Z,2024-03-01 17:10:15,12
348,406911,2024-03-01 16:50:57,user,на 17 строке,2024-03-01 17:16:38,12
350,406911,2024-03-01 16:50:57,user,для стилизации табличек,2024-03-01 17:31:52,12
353,406911,2024-03-01 16:50:57,user,"код html css с 1 задачи, я отвлекался",2024-03-01 17:42:30,12
355,406911,2024-03-01 16:50:57,user,на чистый css после scss я не ногой,2024-03-01 17:57:34,12
357,406911,2024-03-01 16:50:57,user,Дело привычки,2024-03-01 18:15:07,12
358,406911,2024-03-01 16:50:57,user,на своей практике заметил что приходится писать такие запросы от 768 до 900,2024-03-01 18:15:21,12
361,406911,2024-03-01 16:50:57,user,Спасибо большое ),2024-03-01 18:19:14,14
363,406911,2024-03-01 16:50:57,user,в корзине,2024-03-01 18:24:36,12
364,406911,2024-03-01 16:50:57,user,чтобы html не нагромождать,2024-03-01 18:27:38,12
366,406911,2024-03-01 16:50:57,user,number,2024-03-01 18:30:52,12
369,406911,2024-03-01 16:50:57,user,Live Sass Compiler; 2024-03-01T18:36:55.943Z,2024-03-01 18:36:55,12
371,406911,2024-03-01 16:50:57,user,Творческий подход хD,2024-03-01 18:53:36,12
372,406911,2024-03-01 16:50:57,user,"Добавлять только основным блокам, а родительскому не надо) у которого бэкграунд задан; 2024-03-01T18:56:52.378Z",2024-03-01 18:56:52,12
374,352174,2024-03-02 12:50:24,,Это старая была,2024-03-02 14:01:40,12
375,352174,2024-03-02 12:50:24,,Это фича была инба,2024-03-02 13:26:15,12
377,417850,2024-03-17 06:54:36,user,Доброе утро всем,2024-03-17 06:59:20,1
378,417850,2024-03-17 06:54:36,user,я пока разбираюсь с прошлым семинаром,2024-03-17 07:00:10,12
379,417850,2024-03-17 06:54:36,user,Каждая тема это тип; 2024-03-17T07:00:26.168Z,2024-03-17 07:00:26,12
380,417850,2024-03-17 06:54:36,user,Николай) по традиции)),2024-03-17 07:27:40,12
383,417853,2024-03-30 06:20:44,user,Доброго времени.,2024-03-30 06:26:23,1
384,417853,2024-03-30 06:20:44,user,Привет; 2024-03-30T06:28:40.317Z,2024-03-30 06:28:40,1
386,417853,2024-03-30 06:20:44,user,Всем привет!; 2024-03-30T06:29:22.318Z,2024-03-30 06:29:22,1
387,417856,2024-03-11 16:56:35,user,Добрый вечер; 2024-03-11T17:06:47.985Z,2024-03-11 17:06:47,1
388,417856,2024-03-11 16:56:35,user,я сегодня готова,2024-03-11 17:24:06,12
390,417856,2024-03-11 16:56:35,user,"в целом, да; 2024-03-11T17:40:54.304Z",2024-03-11 17:40:54,12
391,352174,2024-03-02 12:50:24,,avast,2024-03-02 14:25:12,12
392,352174,2024-03-02 12:50:24,,command,2024-03-02 14:47:52,12
398,358541,2024-03-13 14:50:11,user,333333333333333444444,,15
399,360447,2024-03-24 09:34:39,user,го в понедельник на сервер тумки,2024-03-24 10:00:28,15
400,360447,2024-03-24 09:34:39,user,4 cообщение,2024-03-24 10:02:07,15
401,360447,2024-03-24 09:34:39,user,5 сообщение,2024-03-24 10:02:17,15
402,360447,2024-03-24 09:34:39,user,6 сообщение,2024-03-24 10:03:03,15
403,360447,2024-03-24 09:34:39,user,уроков много :((((,2024-03-24 10:03:17,12
404,360447,2024-03-24 09:34:39,user,у меня +5,2024-03-24 10:03:24,12
407,360447,2024-03-24 09:34:39,user,ничего себе 0_0,2024-03-24 10:03:52,12
408,360447,2024-03-24 09:34:39,user,ну да всё равно потом 3 параграфа учить,2024-03-24 10:03:57,12
409,360447,2024-03-24 09:34:39,user,а я не знал..,2024-03-24 10:03:59,16
410,360447,2024-03-24 09:34:39,user,на уроке: ''ура! каникулы!'',2024-03-24 10:04:17,13
411,360447,2024-03-24 09:34:39,user,го в понедельник на сервак тумки,2024-03-24 10:04:26,15
412,360447,2024-03-24 09:34:39,user,а я человек пиченька,2024-03-24 10:04:52,15
413,360447,2024-03-24 09:34:39,user,я там знатный игрок пару раздач делал!!,2024-03-24 10:05:07,15
