ID урока,Дата старта урока,Роль пользователя,Текст сообщения,Дата сообщения,Разметка
352174,2024-03-02 12:50:24,user,Максим а что у меня не правильно в коде time,2024-03-02 14:03:37,1
352174,2024-03-02 12:50:24,user,все равно не работает,2024-03-02 14:07:50,1
352174,2024-03-02 12:50:24,user,когда перерыв,2024-03-02 14:07:57,1
352174,2024-03-02 12:50:24,user,я отходил просто),2024-03-02 14:08:09,0
352174,2024-03-02 12:50:24,user,бот все повторяет,2024-03-02 14:08:29,0
352174,2024-03-02 12:50:24,user,year,2024-03-02 14:08:47,0
352174,2024-03-02 12:50:24,user,а я забыл /,2024-03-02 14:08:59,0
352174,2024-03-02 12:50:24,user,бедни,2024-03-02 14:18:24,0
352174,2024-03-02 12:50:24,user,плохой антивирус,2024-03-02 14:25:34,0
352174,2024-03-02 12:50:24,user,у меня он 1 раз  у себа сам 8удалил,2024-03-02 14:25:59,0
352174,2024-03-02 12:50:24,user,меня*,2024-03-02 14:26:09,0
352174,2024-03-02 12:50:24,user,ну типо себа на меня,2024-03-02 14:26:34,0
352174,2024-03-02 12:50:24,user,360 total security,2024-03-02 14:26:48,0
352174,2024-03-02 12:50:24,user,когда заканчивается?,2024-03-02 14:27:45,1
352174,2024-03-02 12:50:24,user,"bv,f",2024-03-02 14:28:13,0
352174,2024-03-02 12:50:24,user,ответьте пожалуйста,2024-03-02 14:28:35,0
352174,2024-03-02 12:50:24,user,скоро,2024-03-02 14:28:53,0
352174,2024-03-02 12:50:24,user,а можете фулл код? я просто не знаю куда вставлять последние две строчки,2024-03-02 14:43:05,1
352174,2024-03-02 12:50:24,user,"я просил последние 2 строчки типо фулл скинуть , но спасибо)",2024-03-02 14:43:42,1
352174,2024-03-02 12:50:24,user,я уже написал),2024-03-02 14:44:03,0
352174,2024-03-02 12:50:24,user,у нас урок до скольки задержится?,2024-03-02 14:44:36,1
352174,2024-03-02 12:50:24,user,до свидания!; 2024-03-02T14:49:14.338Z,2024-03-02 14:49:14,0
352174,2024-03-02 12:50:24,user,а у меня botfather пишет что такого бота не сушествует,2024-03-02 14:49:20,1
352174,2024-03-02 12:50:24,user,до свидания; 2024-03-02T14:49:27.210Z,2024-03-02 14:49:27,0
352174,2024-03-02 12:50:24,user,можете моего бота оценить?,2024-03-02 14:49:47,1
352174,2024-03-02 12:50:24,user,до свидания!; 2024-03-02T14:49:48.937Z,2024-03-02 14:49:48,0
352174,2024-03-02 12:50:24,user,Invalid bot selected. ну он вот это пишет,2024-03-02 14:50:10,1
352174,2024-03-02 12:50:24,user,досвидания; 2024-03-02T14:50:33.076Z,2024-03-02 14:50:33,0
352174,2024-03-02 12:50:24,user,он должен работать весь день из-за pythonanywhre,2024-03-02 14:50:45,0
352174,2024-03-02 12:50:24,user,до свидания; 2024-03-02T14:50:48.883Z,2024-03-02 14:50:48,0
361404,2024-03-16 14:51:35,user,я перывй,2024-03-16 14:51:42,0
361404,2024-03-16 14:51:35,user,есть сетивики у нас?,2024-03-16 15:07:38,1
361404,2024-03-16 14:51:35,user,а что на счет урока,2024-03-16 15:08:48,1
361404,2024-03-16 14:51:35,user,кому то лень пк запускать),2024-03-16 15:09:00,0
361404,2024-03-16 14:51:35,user,его не будет; 2024-03-16T15:09:07.602Z,2024-03-16 15:09:07,0
361404,2024-03-16 14:51:35,user,ели приполз,2024-03-16 15:09:14,0
361404,2024-03-16 14:51:35,user,"мне тож, но он в спящем был",2024-03-16 15:09:22,0
361404,2024-03-16 14:51:35,user,можите дать код?,2024-03-16 15:09:30,1
361404,2024-03-16 14:51:35,user,а то меня 3 урока не было),2024-03-16 15:09:36,0
361404,2024-03-16 14:51:35,user,я компом хотел заниматься,2024-03-16 15:09:36,0
361404,2024-03-16 14:51:35,user,корпус новый купил,2024-03-16 15:09:46,0
361404,2024-03-16 14:51:35,user,я код вообще писал,2024-03-16 15:09:49,0
361404,2024-03-16 14:51:35,user,я трасировку сделал,2024-03-16 15:09:58,0
361404,2024-03-16 14:51:35,user,"def tracert():
    import time
    num_sites_to_check = int(input('Сколько сайтов вы хотите проверить: '))
    russia_sites = []

    for _ in range(num_sites_to_check):
        user_input = input('Введите адрес сайта для проверки: ')
        russia_sites.append(user_input)

    russia_status = {}

    for site in russia_sites:
        print('Проверка сайта...\n')
        cls()
        print('Проверка доступа к сайту(ам)....\n')
        result = os.system(""tracert -w 1 "" + site)
        if result == 0:
            russia_status[site] = f""{Fore.GREEN}да{Fore.WHITE}""
        else:
            russia_status[site] = f""{Fore.RED}нет{Fore.WHITE}""
    cls()
    for i in range(1):
        print(""Доступ к сайтам:\n"")
    for site, status in russia_status.items():
        print(site + "":"", status)
    input()",2024-03-16 15:10:04,1
361404,2024-03-16 14:51:35,user,вот 1 часть),2024-03-16 15:10:15,0
361404,2024-03-16 14:51:35,user,а сама трасировка в другом def,2024-03-16 15:10:45,1
361404,2024-03-16 14:51:35,user,впадлу в 1 переносить все,2024-03-16 15:10:52,0
361404,2024-03-16 14:51:35,user,ххаххаап,2024-03-16 15:11:29,0
361404,2024-03-16 14:51:35,user,хахахахахахахахаххахаха,2024-03-16 15:11:38,0
361404,2024-03-16 14:51:35,user,в чат группы зайди,2024-03-16 15:11:41,1
361404,2024-03-16 14:51:35,user,ХАХАХАХАХАХАХАХАХАЦ,2024-03-16 15:11:43,0
361404,2024-03-16 14:51:35,user,нафиг мы тут сидим?),2024-03-16 15:11:50,0
361404,2024-03-16 14:51:35,user,хахахахахахахахахахаха,2024-03-16 15:11:52,0
361404,2024-03-16 14:51:35,user,хахахахахахахахахахахахахаха,2024-03-16 15:12:04,0
361404,2024-03-16 14:51:35,user,блять,2024-03-16 15:12:10,0
361404,2024-03-16 14:51:35,user,нате я хз,2024-03-16 15:12:17,0
361404,2024-03-16 14:51:35,user,я гулять мог идти,2024-03-16 15:12:21,0
361404,2024-03-16 14:51:35,user,вот я ваш препод,2024-03-16 15:12:35,0
361404,2024-03-16 14:51:35,user,чему вас учить?),2024-03-16 15:12:42,0
361404,2024-03-16 14:51:35,user,кто со мной в let for ded,2024-03-16 15:12:46,0
361404,2024-03-16 14:51:35,user,payday2; 2024-03-16T15:12:52.091Z,2024-03-16 15:12:52,0
361404,2024-03-16 14:51:35,user,демку чек,2024-03-16 15:12:56,0
361404,2024-03-16 14:51:35,user,я пас; 2024-03-16T15:12:58.613Z,2024-03-16 15:12:58,0
376424,2024-03-19 15:51:00,user,здарова!,2024-03-19 15:56:58,0
376424,2024-03-19 15:51:00,user,inte,2024-03-19 16:20:35,0
376424,2024-03-19 15:51:00,user,in,2024-03-19 16:20:47,0
376424,2024-03-19 15:51:00,user,biom; 2024-03-19T16:21:45.450Z,2024-03-19 16:21:45,0
376424,2024-03-19 15:51:00,user,xyz,2024-03-19 16:22:25,0
376424,2024-03-19 15:51:00,user,"import time
from mcpi.minecraft import Minecraft
mc = Minecraft.create()

class Buildings:
    def __init__(self, width, height, length, pos, type):
        self.width = width
        self.height = height
        self.length = length
        self.pos = pos
        self.type = type

    def building(self):
        if self.type == 'коробка':
            self.box()
        elif self.type == ""дерево"":
            self.tree()
        else:
            print('Такого типа постройки нет')

    def tree(self):
        x, y, z = self.pos
        mc.setBlocks(x, y, z, x, y + 4, z, 17)  # Ствол дерева
        mc.setBlocks(x - 3, y + 5, z - 3, x + 3, y + 5, z + 3, 161)  # 1-ый слой листвы
        mc.setBlocks(x - 2, y + 6, z - 2, x + 2, y + 6, z + 2, 161)  # 2-ый слой листвы
        mc.setBlocks(x - 1, y + 7, z - 1, x + 1, y + 7, z + 1, 161)  # 2-ый слой листвы

    def box(self):
        x, y, z = self.pos
        mc.setBlocks(x, y, z, x+self.width, y+self.height, z+self.length, 4)
        mc.setBlocks(x+1, y+1, z+1, x+self.width-1, y+self.height-1, z+self.length-1, 0)

    def clear(self):
        x, y, z = self.pos
        mc.setBlocks(x-self.width, y, z-self.length, x+self.width, y+self.height, z+self.length, 0)

p_pos = mc.player.getTilePos()
house_1 = Buildings(10, 6, 8, p_pos, ""кoробка"")
p_pos.x -= 5
tree_1 =Buildings(0,0,0, p_pos , 'дерево')

house_1.building()
tree_1.building(); 2024-03-19T17:19:54.302Z",2024-03-19 17:19:54,1
376424,2024-03-19 15:51:00,user,У МЕНЯ ЗАВИСАНИЕ КЛАВЫ,2024-03-19 17:25:41,1
376424,2024-03-19 15:51:00,user,У МЕНЯ ПЕРИОДИЧЕСКИ,2024-03-19 17:26:53,1
376424,2024-03-19 15:51:00,user,"UMP,TAL",2024-03-19 17:31:55,0
376424,2024-03-19 15:51:00,user,GJR; 2024-03-19T17:34:37.230Z,2024-03-19 17:34:37,0
386141,2024-03-24 11:37:00,user,больше 5 чем 6,2024-03-24 12:02:06,0
386141,2024-03-24 11:37:00,user,5 6 1,2024-03-24 12:02:07,0
386141,2024-03-24 11:37:00,user,у меня ещё курс по нему есть который я полгода не трогал,2024-03-24 12:03:17,0
386141,2024-03-24 11:37:00,user,Которые не сделаны государством,2024-03-24 12:07:30,0
386141,2024-03-24 11:37:00,user,кстати надо ли включать камеру? просто как то ранше было а сейчас нет,2024-03-24 12:09:02,1
386141,2024-03-24 11:37:00,user,мама  я програмист),2024-03-24 12:17:45,0
386141,2024-03-24 11:37:00,user,тип документа html,2024-03-24 12:20:05,1
386141,2024-03-24 11:37:00,user,nbg ljrevtyf,2024-03-24 12:20:05,0
386141,2024-03-24 11:37:00,user,cnbkm ljrevtynf,2024-03-24 12:20:08,0
386141,2024-03-24 11:37:00,user,стиль документа,2024-03-24 12:20:16,0
386141,2024-03-24 11:37:00,user,Бывало такое,2024-03-24 12:23:27,0
386141,2024-03-24 11:37:00,user,пока нет -,2024-03-24 12:24:33,0
386141,2024-03-24 11:37:00,user,а писать?,2024-03-24 12:26:57,1
386141,2024-03-24 11:37:00,user,меньше,2024-03-24 12:28:31,0
386141,2024-03-24 11:37:00,user,"Текст меньше, чем больше цифра",2024-03-24 12:28:40,0
386141,2024-03-24 11:37:00,user,он нужен для корпораций чтоб сказать чтоб вы квартиру еще продали,2024-03-24 12:31:40,0
386141,2024-03-24 11:37:00,user,"В договорах мелкий текст, который самый важный можно писать H6",2024-03-24 12:31:41,0
386141,2024-03-24 11:37:00,user,ну шо за математика?(,2024-03-24 12:32:38,1
386141,2024-03-24 11:37:00,user,я только отдохнул,2024-03-24 12:32:44,0
386141,2024-03-24 11:37:00,user,"del, code, em",2024-03-24 12:34:46,1
386141,2024-03-24 11:37:00,user,b sup sub q,2024-03-24 12:35:12,0
386141,2024-03-24 11:37:00,user,"pre,code,sup",2024-03-24 12:35:16,0
386141,2024-03-24 11:37:00,user,а можете вот этот слайд в тг скинуть потом,2024-03-24 12:36:13,1
386141,2024-03-24 11:37:00,user,можно контролировать размер картинки?,2024-03-24 12:40:08,1
386141,2024-03-24 11:37:00,user,- п,2024-03-24 12:40:58,0
386141,2024-03-24 11:37:00,user,я кушать пойду,2024-03-24 12:41:12,0
386141,2024-03-24 11:37:00,user,У меня выключен же микрофон?,2024-03-24 12:58:59,1
386141,2024-03-24 11:37:00,user,ну так меня иска называют,2024-03-24 13:14:47,0
386141,2024-03-24 11:37:00,user,друщья,2024-03-24 13:14:51,0
386141,2024-03-24 11:37:00,user,И(сюда ударение)ска,2024-03-24 13:15:25,0
386141,2024-03-24 11:37:00,user,А если до этого сделал?,2024-03-24 13:17:51,1
386141,2024-03-24 11:37:00,user,язык разметки,2024-03-24 13:21:39,1
386141,2024-03-24 11:37:00,user,Язык разметки гипертекста,2024-03-24 13:21:45,1
386141,2024-03-24 11:37:00,user,по факту сайт и язык,2024-03-24 13:21:46,0
386141,2024-03-24 11:37:00,user,Для создания сайтов,2024-03-24 13:21:54,1
386141,2024-03-24 11:37:00,user,для внешней стороны веб страници,2024-03-24 13:22:00,1
386141,2024-03-24 11:37:00,user,для всего,2024-03-24 13:22:22,0
386141,2024-03-24 11:37:00,user,Для управления сайтом и создания новых атрибутов,2024-03-24 13:22:27,1
386141,2024-03-24 11:37:00,user,для сайта,2024-03-24 13:22:29,1
386141,2024-03-24 11:37:00,user,img src,2024-03-24 13:22:55,0
386141,2024-03-24 11:37:00,user,амг,2024-03-24 13:23:02,0
386141,2024-03-24 11:37:00,user,нет; 2024-03-24T13:23:55.940Z,2024-03-24 13:23:55,0
386141,2024-03-24 11:37:00,user,а картинку в ссылку моэно превратить и эту картинку засунуть поверх другой картинки; 2024-03-24T13:24:00.523Z,2024-03-24 13:24:00,1
386141,2024-03-24 11:37:00,user,до свидания; 2024-03-24T13:24:32.095Z,2024-03-24 13:24:32,0
386141,2024-03-24 11:37:00,user,до свидания!; 2024-03-24T13:25:00.612Z,2024-03-24 13:25:00,0
386141,2024-03-24 11:37:00,user,До свидания; 2024-03-24T13:25:04.651Z,2024-03-24 13:25:04,0
394543,2024-03-27 14:52:15,user,я успела только для телефона,2024-03-27 15:08:49,0
394543,2024-03-27 14:52:15,user,у меня по этому поводу все ок,2024-03-27 15:08:58,0
394543,2024-03-27 14:52:15,user,еще мы делали картинку лучший дизайнер и заказать у его дизайн,2024-03-27 15:52:57,0
394543,2024-03-27 14:52:15,user,тоже сайт думаю,2024-03-27 15:53:07,0
394543,2024-03-27 14:52:15,user,а если не работает микрофон?,2024-03-27 15:55:56,1
394543,2024-03-27 14:52:15,user,у меня не доделано((,2024-03-27 15:57:25,1
394543,2024-03-27 14:52:15,user,я случайно закрыла редимаг и теперь у меня не получается на свой аккаунт зайти,2024-03-27 16:05:13,1
394543,2024-03-27 14:52:15,user,демонстрацию да,2024-03-27 16:07:23,1
394543,2024-03-27 14:52:15,user,а если без микро,2024-03-27 16:07:34,1
394543,2024-03-27 14:52:15,user,не уверенна,2024-03-27 16:07:53,0
394543,2024-03-27 14:52:15,user,можно я на следующем уроке покажу,2024-03-27 16:15:33,1
394543,2024-03-27 14:52:15,user,"Всем привет! меня зовут Ева, и сегодня я вам представлю свой сайт, для магазина косметики Sammy Beauty. Этот сайт я создала с помощью: Readymag.Что бы предать более привлекательный вид сайту, мне помогли анимации, плагины, картинки.Так же были сложности, найти красивый а также привлекающий материал.В своём сайте мне-бы хотелось, добавить по больше материала о бренде.",2024-03-27 16:21:49,1
394543,2024-03-27 14:52:15,user,хорошо; 2024-03-27T16:22:58.522Z,2024-03-27 16:22:58,0
394543,2024-03-27 14:52:15,user,презентацию мы делаем в случае того что бы прорекламировать либо предсьавить определённую информацию,2024-03-27 16:24:44,0
394543,2024-03-27 14:52:15,user,всегда понадобится; 2024-03-27T16:25:03.710Z,2024-03-27 16:25:03,0
394543,2024-03-27 14:52:15,user,нету; 2024-03-27T16:26:33.135Z,2024-03-27 16:26:33,0
395169,2024-03-16 14:49:33,user,обновление на сайте?,2024-03-16 15:02:09,1
395169,2024-03-16 14:49:33,user,шумоподовление можно было включить,2024-03-16 15:03:12,0
395169,2024-03-16 14:49:33,user,наверху ещё название урока,2024-03-16 15:03:34,0
395169,2024-03-16 14:49:33,user,на гб,2024-03-16 15:03:37,0
395169,2024-03-16 14:49:33,user,когда входил,2024-03-16 15:03:53,0
395169,2024-03-16 14:49:33,user,"ржаной, когда свежий",2024-03-16 15:07:06,0
395169,2024-03-16 14:49:33,user,прямо сейчас ржаной ем,2024-03-16 15:08:34,0
395169,2024-03-16 14:49:33,user,извините за опоздаие,2024-03-16 15:08:57,0
395169,2024-03-16 14:49:33,user,с пылу с жару,2024-03-16 15:08:59,0
395169,2024-03-16 14:49:33,user,когда только испекли,2024-03-16 15:09:04,0
395169,2024-03-16 14:49:33,user,в перекрестке,2024-03-16 15:09:14,0
395169,2024-03-16 14:49:33,user,пекарня,2024-03-16 15:09:17,0
395169,2024-03-16 14:49:33,user,так и есть,2024-03-16 15:09:28,0
395169,2024-03-16 14:49:33,user,я на рандом 1 угадал,2024-03-16 15:12:29,0
395169,2024-03-16 14:49:33,user,там 13 урок написанно,2024-03-16 15:13:46,0
395169,2024-03-16 14:49:33,user,подолждитее,2024-03-16 15:15:14,0
395169,2024-03-16 14:49:33,user,у меня кода нет(,2024-03-16 15:17:09,1
395169,2024-03-16 14:49:33,user,я на другом пк,2024-03-16 15:17:22,1
395169,2024-03-16 14:49:33,user,каждый урок пк меняю,2024-03-16 15:17:49,0
395169,2024-03-16 14:49:33,user,почти каждый урок,2024-03-16 15:17:56,0
395169,2024-03-16 14:49:33,user,да нееееет,2024-03-16 15:18:07,0
395169,2024-03-16 14:49:33,user,чигоооо,2024-03-16 15:18:11,0
395169,2024-03-16 14:49:33,user,3 пк у меня,2024-03-16 15:18:15,0
395169,2024-03-16 14:49:33,user,ноут,2024-03-16 15:18:20,0
395169,2024-03-16 14:49:33,user,чигооо,2024-03-16 15:18:22,0
395169,2024-03-16 14:49:33,user,и пк,2024-03-16 15:18:26,0
395169,2024-03-16 14:49:33,user,1 в другом городе,2024-03-16 15:18:41,0
395169,2024-03-16 14:49:33,user,сууууууууууу,2024-03-16 15:19:43,0
395169,2024-03-16 14:49:33,user,можете сюда код кинуть,2024-03-16 15:20:30,1
395169,2024-03-16 14:49:33,user,пожалуйса,2024-03-16 15:20:41,0
395169,2024-03-16 14:49:33,user,пожалуйста*,2024-03-16 15:20:50,0
395169,2024-03-16 14:49:33,user,если прижмуриться,2024-03-16 15:20:55,0
395169,2024-03-16 14:49:33,user,то да,2024-03-16 15:20:58,0
395169,2024-03-16 14:49:33,user,у меня код не работает,2024-03-16 15:26:26,1
395169,2024-03-16 14:49:33,user,вы зарисовали,2024-03-16 15:42:00,0
395169,2024-03-16 14:49:33,user,зарисовали,2024-03-16 15:42:19,0
395169,2024-03-16 14:49:33,user,я в тг не могу зайти,2024-03-16 15:44:44,1
395169,2024-03-16 14:49:33,user,можете пожалуйста код открыть,2024-03-16 15:53:09,1
395169,2024-03-16 14:49:33,user,я сфоткаю,2024-03-16 15:53:18,0
395169,2024-03-16 14:49:33,user,сразу там есть,2024-03-16 15:53:23,0
395169,2024-03-16 14:49:33,user,спвсибо,2024-03-16 15:53:45,0
395169,2024-03-16 14:49:33,user,я код исправляю,2024-03-16 16:03:15,0
395169,2024-03-16 14:49:33,user,я поесть успел,2024-03-16 16:03:15,0
395169,2024-03-16 14:49:33,user,а как пг меню скачать?,2024-03-16 16:07:40,1
395169,2024-03-16 14:49:33,user,я так написал,2024-03-16 16:08:00,0
395169,2024-03-16 14:49:33,user,а вы скинете код?; 2024-03-16T16:27:16.104Z,2024-03-16 16:27:16,1
395169,2024-03-16 14:49:33,user,ф?,2024-03-16 16:27:21,0
395169,2024-03-16 14:49:33,user,пай гейм меню,2024-03-16 16:28:05,1
395169,2024-03-16 14:49:33,user,сууууу,2024-03-16 16:28:10,0
395169,2024-03-16 14:49:33,user,дисплей,2024-03-16 16:28:53,0
395169,2024-03-16 14:49:33,user,что то было,2024-03-16 16:28:59,0
395169,2024-03-16 14:49:33,user,1да 2да 3 да/нет 50 на 50 1 на 1 не знаю ваще,2024-03-16 16:31:50,0
395169,2024-03-16 14:49:33,user,"да, 50/50; да",2024-03-16 16:33:16,0
395169,2024-03-16 14:49:33,user,до свидания; 2024-03-16T16:33:16.080Z,2024-03-16 16:33:16,0
395169,2024-03-16 14:49:33,user,до свидания спасибо за урок; 2024-03-16T16:33:19.634Z,2024-03-16 16:33:19,0
395169,2024-03-16 14:49:33,user,"Спасибо, досвидания; 2024-03-16T16:33:37.773Z",2024-03-16 16:33:37,0
395169,2024-03-16 14:49:33,user,спасибо за урок; 2024-03-16T16:33:40.222Z,2024-03-16 16:33:40,0
395169,2024-03-16 14:49:33,user,"у меня нету вопросов, спасибо за урок, до свидания)); 2024-03-16T16:33:43.383Z",2024-03-16 16:33:43,1
399416,2024-03-17 11:52:09,user,привет скоро начанаим,2024-03-17 11:59:31,0
399416,2024-03-17 11:52:09,user,чёрт,2024-03-17 12:02:16,0
399416,2024-03-17 11:52:09,user,иииииииииииииииииииииииииииииииииииииииииииииииииииииииииииппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппппрппрпрпрпрп,2024-03-17 12:02:57,0
399416,2024-03-17 11:52:09,user,1212222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222+1; 2024-03-17T12:03:12.118Z,2024-03-17 12:03:12,0
399416,2024-03-17 11:52:09,user,x y z,2024-03-17 12:07:49,0
399416,2024-03-17 11:52:09,user,почему я написал да\,2024-03-17 12:14:33,0
399416,2024-03-17 11:52:09,user,X Y; 2024-03-17T12:22:00.645Z,2024-03-17 12:22:00,0
399416,2024-03-17 11:52:09,user,x-100 y100,2024-03-17 12:23:07,0
399416,2024-03-17 11:52:09,user,ты со мна,2024-03-17 12:29:53,0
399416,2024-03-17 11:52:09,user,ты со мной играеш,2024-03-17 12:30:15,0
399416,2024-03-17 11:52:09,user,да; 2024-03-17T13:06:59.598Z,2024-03-17 13:06:59,0
400149,2024-03-10 11:51:22,user,5; 2024-03-10T12:00:58.700Z,2024-03-10 12:00:58,0
400149,2024-03-10 11:51:22,user,это картина,2024-03-10 12:05:56,0
400149,2024-03-10 11:51:22,user,созданая в интернете,2024-03-10 12:06:03,0
400149,2024-03-10 11:51:22,user,"расположение его составных частей, взаимосвязь между образами.",2024-03-10 12:06:21,1
400149,2024-03-10 11:51:22,user,базовые три цвета,2024-03-10 12:15:42,0
400149,2024-03-10 11:51:22,user,облака,2024-03-10 12:15:59,0
400149,2024-03-10 11:51:22,user,дом небо,2024-03-10 12:16:07,0
400149,2024-03-10 11:51:22,user,речка хорошая,2024-03-10 12:16:18,0
400149,2024-03-10 11:51:22,user,движения есть,2024-03-10 12:16:22,0
400149,2024-03-10 11:51:22,user,мультяшный; 2024-03-10T12:17:03.419Z,2024-03-10 12:17:03,0
400149,2024-03-10 11:51:22,user,неон привлекает внимания,2024-03-10 12:17:22,0
