ID урока,Дата старта урока,Роль пользователя,Текст сообщения,Дата сообщения,Разметка,label
417675,2024-03-14 16:50:21,user,походу пока что все вместе потом разделят,2024-03-14 16:58:20,,Вопросы о ходе обучения
417675,2024-03-14 16:50:21,user,так и будет,2024-03-14 16:58:32,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,а у нас есть группа специальности  в тг,2024-03-14 16:59:05,,Вопросе о группе
417675,2024-03-14 16:50:21,user,кому сколько лет?,2024-03-14 16:59:28,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Приветствую всех!,2024-03-14 16:59:44,,Приветствие
417675,2024-03-14 16:50:21,user,16),2024-03-14 16:59:47,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,37; 2024-03-14T17:00:05.358Z,2024-03-14 17:00:05,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Молодцы какие, уже в столь раннем возрасте начинают этим заниматься",2024-03-14 17:00:12,,Комплименты
417675,2024-03-14 16:50:21,user,в 30 с обоих ног в айти,2024-03-14 17:00:18,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,я думала младше меня нету,2024-03-14 17:00:20,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,не скаажу,2024-03-14 17:00:23,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Максим я уже прошел курсы по Фронт енд,2024-03-14 17:00:36,,Вопрос о профессии
417675,2024-03-14 16:50:21,user,27; 2024-03-14T17:00:37.414Z,2024-03-14 17:00:37,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,39); 2024-03-14T17:00:41.654Z,2024-03-14 17:00:41,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Ума ты моя феворитка,2024-03-14 17:00:56,,Комплименты
417675,2024-03-14 16:50:21,user,Я уже разработчик но пришел чтобы научиться новыми технологиям,2024-03-14 17:01:00,,Вопрос о профессии
417675,2024-03-14 16:50:21,user,в IT и выйти),2024-03-14 17:01:01,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Когда успел??),2024-03-14 17:01:03,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,еще с прошлого урока,2024-03-14 17:01:06,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"я уже девопс, но пришёл учиться девопсу)",2024-03-14 17:01:12,,Флуд
417675,2024-03-14 16:50:21,user,"Миратдин блинб, красавчик",2024-03-14 17:01:21,,Комплименты
417675,2024-03-14 16:50:21,user,Подтянуть знания,2024-03-14 17:01:24,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Я уже тим лид, но пришел учиться программированию)",2024-03-14 17:01:29,,Вопрос о профессии
417675,2024-03-14 16:50:21,user,Максим спасибо брат,2024-03-14 17:01:36,,Комплименты
417675,2024-03-14 16:50:21,user,Хелоу,2024-03-14 17:01:45,,Приветствие
417675,2024-03-14 16:50:21,user,"Ай, все молодцы ^_^",2024-03-14 17:01:52,,Комплименты
417675,2024-03-14 16:50:21,user,сергей у тебя микрофон,2024-03-14 17:01:53,,Технические проблемы
417675,2024-03-14 16:50:21,user,"а те кто отучился ,пробоыва",2024-03-14 17:02:05,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Точно все молодцы,2024-03-14 17:02:06,,Комплименты
417675,2024-03-14 16:50:21,user,"Так-то у меня холдинг, а в такси - для души ))))",2024-03-14 17:02:17,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,опаздывает наш препод,2024-03-14 17:02:20,,Вопросы о ходе обучения
417675,2024-03-14 16:50:21,user,"Анна Сулим, а это у тебя первый опыт ?",2024-03-14 17:02:22,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,а те кто отучился пробовал найти работу?,2024-03-14 17:02:39,,Вопрос о профессии
417675,2024-03-14 16:50:21,user,"Жалко нельзя оценивать комменты, Антон ) Респект!!",2024-03-14 17:02:44,,Комплименты
417675,2024-03-14 16:50:21,user,кто самый младший в итоге?)),2024-03-14 17:02:59,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Преподы не опаздывают, они задерживаются",2024-03-14 17:03:08,,Вопросы о ходе обучения
417675,2024-03-14 16:50:21,user,"Максим, нет, я уже прошла обучение на html и css",2024-03-14 17:03:11,,Технические проблемы
417675,2024-03-14 16:50:21,user,мне 29 ),2024-03-14 17:03:14,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,я так чисто по кайфу сюда зашел. суету навести; 2024-03-14T17:03:14.600Z,2024-03-14 17:03:14,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Hi brother,2024-03-14 17:03:14,,Приветствие
417675,2024-03-14 16:50:21,user,What's up,2024-03-14 17:03:28,,Приветствие
417675,2024-03-14 16:50:21,user,"print(""Hello World!"")",2024-03-14 17:03:39,,Приветствие
417675,2024-03-14 16:50:21,user,Крутышки блинб ),2024-03-14 17:03:52,,Комплименты
417675,2024-03-14 16:50:21,user,Всем салам!,2024-03-14 17:04:02,,Приветствие
417675,2024-03-14 16:50:21,user,please start,2024-03-14 17:04:05,,Технические вопросы
417675,2024-03-14 16:50:21,user,Hey there! I am using WhatsApp.,2024-03-14 17:04:14,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Максим а сам на какой сфере,2024-03-14 17:04:17,,Вопрос о профессии
417675,2024-03-14 16:50:21,user,"я закончила Step It курсы потом ещё доп проходила python, сейчас на фаундейшене и решила пока есть время пройти эти курсы чтобы было чуть легче, а так буду учиться в Германии с сентября в сфере (создатель искусственного интеллекта)",2024-03-14 17:04:17,,Вопрос о профессии
417675,2024-03-14 16:50:21,user,"Да вот в разработчика пошел, а там решу направление",2024-03-14 17:04:32,,Вопрос о профессии
417675,2024-03-14 16:50:21,user,"Kamila, я тоже учился в IT step",2024-03-14 17:04:43,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Уау Камила,2024-03-14 17:04:46,,Комплименты
417675,2024-03-14 16:50:21,user,Первый опыт в программировании,2024-03-14 17:04:52,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,потом что то не пошло и забросил,2024-03-14 17:04:53,,Технические проблемы
417675,2024-03-14 16:50:21,user,qq; 2024-03-14T17:05:08.434Z,2024-03-14 17:05:08,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,ООООооооо,2024-03-14 17:05:09,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Здраствуйте!),2024-03-14 17:05:12,,Приветствие
417675,2024-03-14 16:50:21,user,Приколдесные игрушки в описании под уроком,2024-03-14 17:05:15,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Добрый вечер, Сергей Сергеевич!",2024-03-14 17:05:17,,Приветствие
417675,2024-03-14 16:50:21,user,наш любимый учител,2024-03-14 17:05:19,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,всего то,2024-03-14 17:05:24,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Мало?,2024-03-14 17:05:24,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,меня должно быть достаточно,2024-03-14 17:05:28,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,щас набегут,2024-03-14 17:05:28,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Добрый вечер!; 2024-03-14T17:05:30.049Z,2024-03-14 17:05:30,,Приветствие
417675,2024-03-14 16:50:21,user,Сейчас накрутим хахп; 2024-03-14T17:05:30.165Z,2024-03-14 17:05:30,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Ума всегда будет здесь,2024-03-14 17:05:39,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,меньша народу больше кислороду,2024-03-14 17:05:44,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,здравсивуйте; 2024-03-14T17:05:50.847Z,2024-03-14 17:05:50,,Приветствие
417675,2024-03-14 16:50:21,user,ушли включенные микро),2024-03-14 17:05:51,,Технические вопросы
417675,2024-03-14 16:50:21,user,все три лекции посмотрел,2024-03-14 17:06:04,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Сергей, а есть код, для последней головомки в описании?))",2024-03-14 17:06:23,,Недопонимание
417675,2024-03-14 16:50:21,user,cs50 посмотрел уже до 10 лекции,2024-03-14 17:06:38,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Cs 50 очень хорошие курсы,2024-03-14 17:07:10,,Вопросы о ходе обучения
417675,2024-03-14 16:50:21,user,у вас в рекомендациях была доп материалы,2024-03-14 17:07:19,,Вопросы о ходе обучения
417675,2024-03-14 16:50:21,user,контр страйк,2024-03-14 17:07:33,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,CS50 из доп материалов к лекции,2024-03-14 17:07:35,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,гарвардские курсы 2015 года cs 50)),2024-03-14 17:07:43,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Тас тематика другая; 2024-03-14T17:07:43.219Z,2024-03-14 17:07:43,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,кто печатает?,2024-03-14 17:08:10,,Технические проблемы
417675,2024-03-14 16:50:21,user,выключите микрофон; 2024-03-14T17:08:16.745Z,2024-03-14 17:08:16,,Технические проблемы
417675,2024-03-14 16:50:21,user,ввод данных там,2024-03-14 17:08:19,,Обсуждение кода
417675,2024-03-14 16:50:21,user,Блоки не те :),2024-03-14 17:08:27,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,mean среднее ариф,2024-03-14 17:08:51,,Технические вопросы
417675,2024-03-14 16:50:21,user,Тогда прямоугольник,2024-03-14 17:09:01,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,НУЖНО НАПИСАТЬ INPUT,2024-03-14 17:09:09,,Технические вопросы
417675,2024-03-14 16:50:21,user,А если параллелограмм то надо вводить,2024-03-14 17:09:20,,Технические вопросы
417675,2024-03-14 16:50:21,user,эти задачи получается через массивы можно сделать?,2024-03-14 17:11:12,,Недопонимание
417675,2024-03-14 16:50:21,user,"Можно, я так и сделал, с массивом",2024-03-14 17:11:22,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Для нуля не прокатит :),2024-03-14 17:11:57,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,эти картинки собственно и гуглятся,2024-03-14 17:12:10,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,а не прокатит,2024-03-14 17:12:37,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Это условие цикла :),2024-03-14 17:13:08,,Технические вопросы
417675,2024-03-14 16:50:21,user,"разве не ""<=""?",2024-03-14 17:14:20,,Недопонимание
417675,2024-03-14 16:50:21,user,Либо <>,2024-03-14 17:17:12,,Недопонимание
417675,2024-03-14 16:50:21,user,знак не равенства,2024-03-14 17:17:57,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,массивы,2024-03-14 17:19:06,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,РЕКУРСИЯ :),2024-03-14 17:20:03,,Технические вопросы
417675,2024-03-14 16:50:21,user,Через цикл вводим переменные; 2024-03-14T17:20:24.317Z,2024-03-14 17:20:24,,Технические вопросы
417675,2024-03-14 16:50:21,user,я с минусом сделал),2024-03-14 17:21:46,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Визуально хотелось бы увидеть,2024-03-14 17:22:08,,Вопросы о ходе обучения
417675,2024-03-14 16:50:21,user,вы же просили картинками выкладывать,2024-03-14 17:22:12,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,count<N+1))),2024-03-14 17:22:37,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,фиксированная точка начала действий правильно понимаю?,2024-03-14 17:22:40,,Недопонимание
417675,2024-03-14 16:50:21,user,factorial(0) добавляем базовый случай типо  n==0 или n==1,2024-03-14 17:23:22,,Технические вопросы
417675,2024-03-14 16:50:21,user,что такое SUM?,2024-03-14 17:23:29,,Недопонимание
417675,2024-03-14 16:50:21,user,i - что это?,2024-03-14 17:23:54,,Недопонимание
417675,2024-03-14 16:50:21,user,нет я просто выучила вычисления и умножения сложение и тд факториалов,2024-03-14 17:23:56,,Технические вопросы
417675,2024-03-14 16:50:21,user,теперь понятно,2024-03-14 17:24:06,,Понимание
417675,2024-03-14 16:50:21,user,как и рекуррентный случай,2024-03-14 17:24:16,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,прравда у меня сдвг,2024-03-14 17:24:25,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,в первом шаге sum оставить = 1?,2024-03-14 17:24:35,,Недопонимание
417675,2024-03-14 16:50:21,user,можно оставить или поставить 0,2024-03-14 17:25:17,,Недопонимание
417675,2024-03-14 16:50:21,user,я так понял да,2024-03-14 17:25:18,,Понимание
417675,2024-03-14 16:50:21,user,потому что факториал нуля равен 1,2024-03-14 17:25:27,,Технические вопросы
417675,2024-03-14 16:50:21,user,пееременные по дефолту да,2024-03-14 17:27:33,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Прошу прощения, я сейчас на работе и не успеваю присутствовать на семинаре. Точно выполню все задания. Ещё раз прошу прощения.; 2024-03-14T17:28:03.645Z",2024-03-14 17:28:03,,Комплименты
417675,2024-03-14 16:50:21,user,"так по итогу нужно домашку присылать Вам, чтобы она была зачтена?",2024-03-14 17:28:32,,Вопросы о ходе обучения
417675,2024-03-14 16:50:21,user,урааа квиз,2024-03-14 17:29:14,,Позитивные неформальные сообщения
417675,2024-03-14 16:50:21,user,мотивацию поднять),2024-03-14 17:29:32,,Позитивные неформальные сообщения
417675,2024-03-14 16:50:21,user,"Я вообще не понимаю блок-схемы, никогда с ними не сталкивался, а тут их с первого занятия во всю показывают, домашку через gpt 3.5 сделал, но толку 0, я понмаю что написано в условии, но не могу реализовать это в блок-схеме)))",2024-03-14 17:29:35,,Недопонимание
417675,2024-03-14 16:50:21,user,я задал вопрос потому что в календаре отмечено время дедлайна =),2024-03-14 17:29:37,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,как на квизи попасть?,2024-03-14 17:30:59,,Вопросы о ходе обучения
417675,2024-03-14 16:50:21,user,чем отличается поезд в метро от шкафчиков в спортзале?,2024-03-14 17:34:28,,Флуд
417675,2024-03-14 16:50:21,user,Про аналогии - это наркомания,2024-03-14 17:34:48,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,там где код прописан я не понял как считать,2024-03-14 17:34:58,,Недопонимание
417675,2024-03-14 16:50:21,user,каждый состав имеет номер,2024-03-14 17:35:06,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,я вообще ничего не понял просто кликал),2024-03-14 17:35:23,,Недопонимание
417675,2024-03-14 16:50:21,user,Все вопросы с аналогиями в этом квизе - просто жуть.,2024-03-14 17:35:29,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,из квиза можно выходить?,2024-03-14 17:35:32,,Недопонимание
417675,2024-03-14 16:50:21,user,там может быть велосипед вместо человека,2024-03-14 17:35:43,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,но это все авто ожин тип,2024-03-14 17:35:46,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Прикольно. 7 из 9,2024-03-14 17:35:47,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,в метро на 2 места может сесть 1 человек,2024-03-14 17:35:49,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,я тоже ошибся только с вагоном,2024-03-14 17:36:04,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,еонцерт,2024-03-14 17:36:19,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,вагон смотря у кого какой,2024-03-14 17:36:21,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,фанзона,2024-03-14 17:36:23,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Фанзона на концерте,2024-03-14 17:36:23,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,концерт,2024-03-14 17:36:26,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,ну я пошёл)),2024-03-14 17:36:43,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,ну я пойду?,2024-03-14 17:36:45,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,я??,2024-03-14 17:36:46,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Только второй раз не надо в тест перезаходить),2024-03-14 17:37:01,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,брат близнец Сергеича выиграл?,2024-03-14 17:37:02,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Мне вообще это не нужно ))),2024-03-14 17:37:09,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,картинка не отображается в вопросе,2024-03-14 17:37:13,,Технические проблемы
417675,2024-03-14 16:50:21,user,Уберите вопросы с аналогиями. От них физически больно. Тот кто их придумал - садист :),2024-03-14 17:37:15,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Сергей, да, походу можно ливать тогда)",2024-03-14 17:37:18,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,все любят),2024-03-14 17:37:25,,Комплименты
417675,2024-03-14 16:50:21,user,да; 2024-03-14T17:37:29.614Z,2024-03-14 17:37:29,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Злой близнец?,2024-03-14 17:37:36,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"А вы сейчас, это вы?",2024-03-14 17:37:39,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Как из кино?,2024-03-14 17:37:39,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,и он первый,2024-03-14 17:37:41,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,НАУЧИ))),2024-03-14 17:37:44,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,А сейчас это точно не он? )))))),2024-03-14 17:37:46,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,железная маска?)),2024-03-14 17:37:49,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,среди нас,2024-03-14 17:37:51,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,он другую дисциплину ведет?,2024-03-14 17:37:56,,Технические вопросы
417675,2024-03-14 16:50:21,user,я на 10 минут старше своего брата,2024-03-14 17:37:57,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,это все связи,2024-03-14 17:37:58,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"там в одном вопросе разобрался с кодом, а второй как то можно повторить",2024-03-14 17:38:12,,Недопонимание
417675,2024-03-14 16:50:21,user,ложь,2024-03-14 17:38:40,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Люди могут стоять,2024-03-14 17:38:44,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Некоторые,2024-03-14 17:38:49,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,там стоят,2024-03-14 17:38:49,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,У нас не пронумеровано,2024-03-14 17:39:02,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,чебурашка на крыше гонял)),2024-03-14 17:39:13,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,вагоны сами являются массивом,2024-03-14 17:39:18,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,у нас 1 общий вагон ),2024-03-14 17:39:24,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,массив может быть из одного элемента?,2024-03-14 17:39:31,,Недопонимание
417675,2024-03-14 16:50:21,user,фейс контрроль,2024-03-14 17:39:31,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,если в европе то да в росси нет),2024-03-14 17:39:38,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,ложьььь,2024-03-14 17:39:44,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,места не пронумероаны,2024-03-14 17:40:06,,Технические проблемы
417675,2024-03-14 16:50:21,user,а они друг на други будут))),2024-03-14 17:40:09,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Не считается,2024-03-14 17:40:10,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"дело не в билетах, а в самой фан зоне",2024-03-14 17:40:16,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,там места стоячие)),2024-03-14 17:40:16,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,кино да,2024-03-14 17:40:24,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,в фанзоне нет определённых мест,2024-03-14 17:40:26,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,здесь хаотичное их расположение,2024-03-14 17:40:28,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,места пронумерованы,2024-03-14 17:40:28,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Расположение ""объектов"" хаотичное",2024-03-14 17:40:29,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,там правило,2024-03-14 17:40:29,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Точки отсчета нет,2024-03-14 17:40:33,,Технические проблемы
417675,2024-03-14 16:50:21,user,там есть ячейки,2024-03-14 17:40:40,,Технические вопросы
417675,2024-03-14 16:50:21,user,ячейка остается,2024-03-14 17:40:43,,Технические вопросы
417675,2024-03-14 16:50:21,user,"Это странная аналогия, везде по разному",2024-03-14 17:40:48,,Недопонимание
417675,2024-03-14 16:50:21,user,любая толпа может быть массивом),2024-03-14 17:40:50,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,номеров нет,2024-03-14 17:40:51,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Начало есть у массива и порядковый номер,2024-03-14 17:41:03,,Технические вопросы
417675,2024-03-14 16:50:21,user,место в поезде или номер кресла,2024-03-14 17:41:06,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"да, каждый шкафчик это массив",2024-03-14 17:41:40,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,есть индекс и значение,2024-03-14 17:41:55,,Недопонимание
417675,2024-03-14 16:50:21,user,не в этом смысл,2024-03-14 17:41:56,,Понимание
417675,2024-03-14 16:50:21,user,по этому новмеру можно узнать владельца,2024-03-14 17:42:16,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"шкафчики - это масив, один шкафчик - не масив",2024-03-14 17:42:20,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,вещи его выкинут),2024-03-14 17:42:40,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,пронумерованный шкафчикЁ,2024-03-14 17:42:49,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,о; 2024-03-14T17:42:58.526Z,2024-03-14 17:42:58,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,87; 2024-03-14T17:43:01.617Z,2024-03-14 17:43:01,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,zero,2024-03-14 17:43:04,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,аххахаххаххаха,2024-03-14 17:43:07,,Позитивные неформальные сообщения
417675,2024-03-14 16:50:21,user,На лекции было сказано,2024-03-14 17:43:07,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,не успел),2024-03-14 17:43:10,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,он уже прочел ответ,2024-03-14 17:43:20,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,"Было на лекции, 0.",2024-03-14 17:43:21,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Он написал 0,2024-03-14 17:43:22,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Даь,2024-03-14 17:43:31,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,В паскале 1,2024-03-14 17:43:32,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,Можно узнать почему 0?,2024-03-14 17:43:32,,Недопонимание
417675,2024-03-14 16:50:21,user,не можно,2024-03-14 17:43:37,,Токсичные сообщения
417675,2024-03-14 16:50:21,user,нельзя это дефолт,2024-03-14 17:43:46,,Токсичные сообщения
417675,2024-03-14 16:50:21,user,ахаха нельзя,2024-03-14 17:43:53,,Токсичные сообщения
417675,2024-03-14 16:50:21,user,тогда нужно считать от 1 до 256,2024-03-14 17:43:56,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,а((,2024-03-14 17:44:00,,Неформальные нейтральные сообщения
417675,2024-03-14 16:50:21,user,А есть языки где начинается с 1?,2024-03-14 17:44:01,,Недопонимание
